Algorithm Data.
a,b,c,
19.4323,9.23757,6.6034,3.18537,5.79
19.4984,9.26948,6.61414,3.19087,5.8
19.5647,9.30144,6.62488,3.19637,5.81
19.631,9.33346,6.63562,3.20187,5.82
19.6975,9.36554,6.64636,3.20738,5.83
19.7641,9.39767,6.65709,3.21288,5.84
19.8308,9.42985,6.66782,3.21838,5.85
19.8975,9.46209,6.67855,3.22388,5.86
19.9644,9.49438,6.68927,3.22938,5.87
20.0314,9.52673,6.69999,3.23488,5.88
20.0985,9.55913,6.7107,3.24038,5.89
20.1658,9.59159,6.72141,3.24589,5.9
20.2331,9.62411,6.73212,3.25139,5.91
20.3005,9.65668,6.74283,3.25689,5.92
20.368,9.6893,6.75353,3.26239,5.93
20.4357,9.72198,6.76423,3.26789,5.94
20.5034,9.75471,6.77493,3.27339,5.95
20.5713,9.7875,6.78562,3.2789,5.96
20.6393,9.82035,6.79631,3.2844,5.97
20.7073,9.85324,6.80699,3.2899,5.98
20.7755,9.8862,6.81768,3.2954,5.99
20.8438,9.91921,6.82836,3.3009,6
20.9122,9.95227,6.83903,3.3064,6.01
20.9807,9.98539,6.84971,3.3119,6.02
21.0493,10.0186,6.86037,3.31741,6.03
21.118,10.0518,6.87104,3.32291,6.04
21.1868,10.0851,6.8817,3.32841,6.05
21.2557,10.1184,6.89236,3.33391,6.06
21.3248,10.1518,6.90302,3.33941,6.07
21.3939,10.1853,6.91367,3.34491,6.08
21.4631,10.2188,6.92432,3.35041,6.09
21.5325,10.2523,6.93496,3.35592,6.1
21.6019,10.2859,6.94561,3.36142,6.11
21.6715,10.3196,6.95625,3.36692,6.12
21.7412,10.3533,6.96688,3.37242,6.13
21.8109,10.3871,6.97751,3.37792,6.14
21.8808,10.4209,6.98814,3.38342,6.15
21.9508,10.4548,6.99877,3.38893,6.16
22.0209,10.4888,7.00939,3.39443,6.17
22.0911,10.5228,7.02001,3.39993,6.18
22.1614,10.5568,7.03062,3.40543,6.19
22.2318,10.5909,7.04123,3.41093,6.2
22.3023,10.6251,7.05184,3.41643,6.21
22.373,10.6593,7.06245,3.42193,6.22
22.4437,10.6936,7.07305,3.42744,6.23
22.5145,10.7279,7.08365,3.43294,6.24
22.5855,10.7623,7.09424,3.43844,6.25
22.6565,10.7968,7.10483,3.44394,6.26
22.7277,10.8312,7.11542,3.44944,6.27
22.7989,10.8658,7.126,3.45494,6.28
22.8703,10.9004,7.13659,3.46044,6.29
22.9418,10.9351,7.14716,3.46595,6.3
23.0134,10.9698,7.15774,3.47145,6.31
23.085,11.0045,7.16831,3.47695,6.32
23.1568,11.0394,7.17887,3.48245,6.33
23.2287,11.0742,7.18944,3.48795,6.34
23.3007,11.1092,7.2,3.49345,6.35
23.3728,11.1442,7.21055,3.49896,6.36
23.445,11.1792,7.22111,3.50446,6.37
23.5174,11.2143,7.23166,3.50996,6.38
23.5898,11.2495,7.2422,3.51546,6.39
23.6623,11.2847,7.25274,3.52096,6.4
23.7349,11.3199,7.26328,3.52646,6.41
23.8077,11.3553,7.27382,3.53196,6.42
23.8805,11.3906,7.28435,3.53747,6.43
23.9535,11.4261,7.29488,3.54297,6.44
24.0265,11.4616,7.3054,3.54847,6.45
24.0997,11.4971,7.31593,3.55397,6.46
24.1729,11.5327,7.32644,3.55947,6.47
24.2463,11.5683,7.33696,3.56497,6.48
24.3198,11.604,7.34747,3.57047,6.49
24.3934,11.6398,7.35798,3.57598,6.5
24.4671,11.6756,7.36848,3.58148,6.51
24.5408,11.7115,7.37898,3.58698,6.52
24.6147,11.7474,7.38948,3.59248,6.53
24.6887,11.7834,7.39997,3.59798,6.54
24.7628,11.8194,7.41046,3.60348,6.55
24.8371,11.8555,7.42095,3.60899,6.56
24.9114,11.8917,7.43143,3.61449,6.57
24.9858,11.9279,7.44191,3.61999,6.58
25.0603,11.9641,7.45238,3.62549,6.59
25.1349,12.0004,7.46285,3.63099,6.6
25.2097,12.0368,7.47332,3.63649,6.61
25.2845,12.0732,7.48379,3.64199,6.62
25.3595,12.1097,7.49425,3.6475,6.63
25.4345,12.1462,7.5047,3.653,6.64
25.5097,12.1828,7.51516,3.6585,6.65
25.5849,12.2194,7.52561,3.664,6.66
25.6603,12.2561,7.53606,3.6695,6.67
25.7357,12.2929,7.5465,3.675,6.68
25.8113,12.3297,7.55694,3.6805,6.69
25.887,12.3666,7.56737,3.68601,6.7
25.9628,12.4035,7.57781,3.69151,6.71
26.0386,12.4404,7.58823,3.69701,6.72
26.1146,12.4775,7.59866,3.70251,6.73
26.1907,12.5145,7.60908,3.70801,6.74
26.2669,12.5517,7.6195,3.71351,6.75
26.3432,12.5889,7.62991,3.71902,6.76
26.4196,12.6261,7.64032,3.72452,6.77
26.4961,12.6634,7.65073,3.73002,6.78
26.5727,12.7008,7.66113,3.73552,6.79
26.6494,12.7382,7.67153,3.74102,6.8
26.7263,12.7756,7.68193,3.74652,6.81
26.8032,12.8132,7.69232,3.75202,6.82
26.8802,12.8507,7.70271,3.75753,6.83
26.9573,12.8884,7.71309,3.76303,6.84
27.0346,12.9261,7.72347,3.76853,6.85
27.1119,12.9638,7.73385,3.77403,6.86
27.1894,13.0016,7.74423,3.77953,6.87
27.2669,13.0394,7.7546,3.78503,6.88
27.3446,13.0773,7.76496,3.79053,6.89
27.4223,13.1153,7.77532,3.79604,6.9
27.5002,13.1533,7.78568,3.80154,6.91
27.5781,13.1914,7.79604,3.80704,6.92
27.6562,13.2295,7.80639,3.81254,6.93
27.7344,13.2677,7.81674,3.81804,6.94
27.8126,13.3059,7.82708,3.82354,6.95
27.891,13.3442,7.83742,3.82905,6.96
27.9695,13.3826,7.84776,3.83455,6.97
28.0481,13.421,7.85809,3.84005,6.98
28.1267,13.4594,7.86842,3.84555,6.99
28.2055,13.4979,7.87875,3.85105,7
28.2844,13.5365,7.88907,3.85655,7.01
28.3634,13.5751,7.89939,3.86205,7.02
28.4425,13.6138,7.9097,3.86756,7.03
28.5217,13.6525,7.92001,3.87306,7.04
28.601,13.6913,7.93032,3.87856,7.05
28.6804,13.7302,7.94062,3.88406,7.06
28.7599,13.769,7.95092,3.88956,7.07
28.8395,13.808,7.96122,3.89506,7.08
28.9193,13.847,7.97151,3.90056,7.09
28.9991,13.8861,7.9818,3.90607,7.1
29.079,13.9252,7.99208,3.91157,7.11
29.159,13.9644,8.00237,3.91707,7.12
29.2392,14.0036,8.01264,3.92257,7.13
29.3194,14.0429,8.02292,3.92807,7.14
29.3997,14.0822,8.03318,3.93357,7.15
29.4801,14.1216,8.04345,3.93908,7.16
29.5607,14.161,8.05371,3.94458,7.17
29.6413,14.2005,8.06397,3.95008,7.18
29.7221,14.2401,8.07422,3.95558,7.19
29.8029,14.2797,8.08448,3.96108,7.2
29.8839,14.3194,8.09472,3.96658,7.21
29.9649,14.3591,8.10496,3.97208,7.22
30.0461,14.3989,8.1152,3.97759,7.23
30.1273,14.4387,8.12544,3.98309,7.24
30.2087,14.4786,8.13567,3.98859,7.25
30.2901,14.5185,8.1459,3.99409,7.26
30.3717,14.5585,8.15612,3.99959,7.27
30.4534,14.5986,8.16634,4.00509,7.28
30.5351,14.6387,8.17656,4.01059,7.29
30.617,14.6788,8.18677,4.0161,7.3
30.699,14.719,8.19698,4.0216,7.31
30.781,14.7593,8.20718,4.0271,7.32
30.8632,14.7996,8.21739,4.0326,7.33
30.9455,14.84,8.22758,4.0381,7.34
31.0279,14.8805,8.23778,4.0436,7.35
31.1103,14.921,8.24797,4.04911,7.36
31.1929,14.9615,8.25815,4.05461,7.37
31.2756,15.0021,8.26833,4.06011,7.38
31.3584,15.0428,8.27851,4.06561,7.39
31.4413,15.0835,8.28868,4.07111,7.4
31.5243,15.1242,8.29885,4.07661,7.41
31.6074,15.1651,8.30902,4.08211,7.42
31.6905,15.2059,8.31918,4.08762,7.43
31.7738,15.2469,8.32934,4.09312,7.44
31.8572,15.2878,8.3395,4.09862,7.45
31.9407,15.3289,8.34965,4.10412,7.46
32.0243,15.37,8.35979,4.10962,7.47
32.108,15.4111,8.36994,4.11512,7.48
32.1918,15.4523,8.38008,4.12062,7.49
32.2757,15.4936,8.39021,4.12613,7.5
32.3597,15.5349,8.40034,4.13163,7.51
32.4438,15.5763,8.41047,4.13713,7.52
32.528,15.6177,8.42059,4.14263,7.53
32.6123,15.6592,8.43071,4.14813,7.54
32.6968,15.7007,8.44083,4.15363,7.55
32.7813,15.7423,8.45094,4.15914,7.56
32.8659,15.784,8.46105,4.16464,7.57
32.9506,15.8257,8.47115,4.17014,7.58
33.0354,15.8674,8.48125,4.17564,7.59
33.1203,15.9092,8.49135,4.18114,7.6
33.2053,15.9511,8.50144,4.18664,7.61
33.2904,15.993,8.51153,4.19214,7.62
33.3757,16.035,8.52161,4.19765,7.63
33.461,16.077,8.53169,4.20315,7.64
33.5464,16.1191,8.54177,4.20865,7.65
33.6319,16.1613,8.55184,4.21415,7.66
33.7175,16.2035,8.56191,4.21965,7.67
33.8033,16.2457,8.57198,4.22515,7.68
33.8891,16.288,8.58204,4.23065,7.69
33.975,16.3304,8.59209,4.23616,7.7
34.061,16.3728,8.60215,4.24166,7.71
34.1471,16.4153,8.6122,4.24716,7.72
34.2334,16.4578,8.62224,4.25266,7.73
34.3197,16.5004,8.63228,4.25816,7.74
34.4061,16.543,8.64232,4.26366,7.75
34.4926,16.5857,8.65235,4.26917,7.76
34.5793,16.6285,8.66238,4.27467,7.77
34.666,16.6713,8.67241,4.28017,7.78
34.7528,16.7141,8.68243,4.28567,7.79
34.8397,16.757,8.69244,4.29117,7.8
34.9268,16.8,8.70246,4.29667,7.81
35.0139,16.843,8.71247,4.30217,7.82
35.1011,16.8861,8.72247,4.30768,7.83
35.1884,16.9292,8.73247,4.31318,7.84
35.2758,16.9724,8.74247,4.31868,7.85
35.3634,17.0156,8.75246,4.32418,7.86
35.451,17.0589,8.76245,4.32968,7.87
35.5387,17.1023,8.77244,4.33518,7.88
35.6265,17.1457,8.78242,4.34068,7.89
35.7145,17.1892,8.79239,4.34619,7.9
35.8025,17.2327,8.80237,4.35169,7.91
35.8906,17.2763,8.81234,4.35719,7.92
35.9788,17.3199,8.8223,4.36269,7.93
36.0672,17.3636,8.83226,4.36819,7.94
36.1556,17.4073,8.84222,4.37369,7.95
36.2441,17.4511,8.85217,4.3792,7.96
36.3327,17.4949,8.86212,4.3847,7.97
36.4214,17.5388,8.87207,4.3902,7.98
36.5103,17.5828,8.88201,4.3957,7.99
36.5992,17.6268,8.89194,4.4012,8
36.6882,17.6709,8.90188,4.4067,8.01
36.7773,17.715,8.91181,4.4122,8.02
36.8665,17.7592,8.92173,4.41771,8.03
36.9559,17.8034,8.93165,4.42321,8.04
37.0453,17.8477,8.94157,4.42871,8.05
37.1348,17.892,8.95148,4.43421,8.06
37.2244,17.9364,8.96139,4.43971,8.07
37.3141,17.9809,8.97129,4.44521,8.08
37.4039,18.0254,8.98119,4.45071,8.09
37.4938,18.07,8.99109,4.45622,8.1
37.5838,18.1146,9.00098,4.46172,8.11
37.674,18.1592,9.01087,4.46722,8.12
37.7642,18.204,9.02075,4.47272,8.13
37.8545,18.2488,9.03063,4.47822,8.14
37.9449,18.2936,9.04051,4.48372,8.15
38.0354,18.3385,9.05038,4.48923,8.16
38.126,18.3834,9.06025,4.49473,8.17
38.2167,18.4284,9.07011,4.50023,8.18
38.3075,18.4735,9.07997,4.50573,8.19
38.3984,18.5186,9.08983,4.51123,8.2
38.4894,18.5638,9.09968,4.51673,8.21
38.5805,18.609,9.10952,4.52223,8.22
38.6717,18.6543,9.11937,4.52774,8.23
38.763,18.6996,9.12921,4.53324,8.24
38.8544,18.745,9.13904,4.53874,8.25
38.9458,18.7904,9.14887,4.54424,8.26
39.0374,18.8359,9.1587,4.54974,8.27
39.1291,18.8815,9.16852,4.55524,8.28
39.2209,18.9271,9.17834,4.56074,8.29
39.3128,18.9728,9.18815,4.56625,8.3
39.4048,19.0185,9.19796,4.57175,8.31
39.4968,19.0642,9.20777,4.57725,8.32
39.589,19.1101,9.21757,4.58275,8.33
39.6813,19.156,9.22737,4.58825,8.34
39.7737,19.2019,9.23716,4.59375,8.35
39.8661,19.2479,9.24695,4.59926,8.36
39.9587,19.2939,9.25674,4.60476,8.37
40.0514,19.34,9.26652,4.61026,8.38
40.1441,19.3862,9.2763,4.61576,8.39
40.237,19.4324,9.28607,4.62126,8.4
40.3299,19.4787,9.29584,4.62676,8.41
40.423,19.525,9.3056,4.63226,8.42
40.5161,19.5714,9.31536,4.63777,8.43
40.6094,19.6178,9.32512,4.64327,8.44
40.7027,19.6643,9.33487,4.64877,8.45
40.7962,19.7108,9.34462,4.65427,8.46
40.8897,19.7574,9.35436,4.65977,8.47
40.9834,19.8041,9.3641,4.66527,8.48
41.0771,19.8508,9.37384,4.67078,8.49
41.171,19.8976,9.38357,4.67628,8.5
41.2649,19.9444,9.39329,4.68178,8.51
41.3589,19.9912,9.40302,4.68728,8.52
41.453,20.0382,9.41273,4.69278,8.53
41.5473,20.0852,9.42245,4.69828,8.54
41.6416,20.1322,9.43216,4.70378,8.55
41.736,20.1793,9.44187,4.70929,8.56
41.8305,20.2264,9.45157,4.71479,8.57
41.9251,20.2736,9.46126,4.72029,8.58
42.0198,20.3209,9.47096,4.72579,8.59
42.1147,20.3682,9.48065,4.73129,8.6
42.2096,20.4156,9.49033,4.73679,8.61
42.3046,20.463,9.50001,4.74229,8.62
42.3997,20.5105,9.50969,4.7478,8.63
42.4948,20.558,9.51936,4.7533,8.64
42.5901,20.6056,9.52903,4.7588,8.65
42.6855,20.6532,9.53869,4.7643,8.66
42.781,20.7009,9.54835,4.7698,8.67
42.8766,20.7487,9.55801,4.7753,8.68
42.9723,20.7965,9.56766,4.78081,8.69
43.068,20.8444,9.57731,4.78631,8.7
43.1639,20.8923,9.58695,4.79181,8.71
43.2599,20.9403,9.59659,4.79731,8.72
43.3559,20.9883,9.60622,4.80281,8.73
43.4521,21.0364,9.61585,4.80831,8.74
43.5483,21.0845,9.62548,4.81381,8.75
43.6447,21.1327,9.6351,4.81932,8.76
43.7411,21.1809,9.64472,4.82482,8.77
43.8377,21.2293,9.65433,4.83032,8.78
43.9343,21.2776,9.66394,4.83582,8.79
44.0311,21.326,9.67355,4.84132,8.8
44.1279,21.3745,9.68315,4.84682,8.81
44.2248,21.423,9.69274,4.85232,8.82
44.3218,21.4716,9.70233,4.85783,8.83
44.419,21.5202,9.71192,4.86333,8.84
44.5162,21.5689,9.7215,4.86883,8.85
44.6135,21.6177,9.73108,4.87433,8.86
44.7109,21.6665,9.74066,4.87983,8.87
44.8084,21.7153,9.75023,4.88533,8.88
44.906,21.7642,9.7598,4.89084,8.89
45.0037,21.8132,9.76936,4.89634,8.9
45.1015,21.8622,9.77891,4.90184,8.91
45.1994,21.9113,9.78847,4.90734,8.92
45.2973,21.9604,9.79802,4.91284,8.93
45.3954,22.0096,9.80756,4.91834,8.94
45.4936,22.0588,9.8171,4.92384,8.95
45.5919,22.1081,9.82664,4.92935,8.96
45.6902,22.1575,9.83617,4.93485,8.97
45.7887,22.2069,9.8457,4.94035,8.98
45.8872,22.2563,9.85522,4.94585,8.99
45.9859,22.3058,9.86474,4.95135,9
46.0846,22.3554,9.87426,4.95685,9.01
46.1835,22.405,9.88377,4.96235,9.02
46.2824,22.4547,9.89327,4.96786,9.03
46.3814,22.5044,9.90277,4.97336,9.04
46.4805,22.5542,9.91227,4.97886,9.05
46.5798,22.6041,9.92177,4.98436,9.06
46.6791,22.654,9.93125,4.98986,9.07
46.7785,22.7039,9.94074,4.99536,9.08
46.878,22.7539,9.95022,5.00087,9.09
46.9776,22.804,9.9597,5.00637,9.1
47.0773,22.8541,9.96917,5.01187,9.11
47.1771,22.9043,9.97863,5.01737,9.12
47.2769,22.9545,9.9881,5.02287,9.13
47.3769,23.0048,9.99756,5.02837,9.14
47.477,23.0551,10.007,5.03387,9.15
47.5771,23.1055,10.0165,5.03938,9.16
47.6774,23.156,10.0259,5.04488,9.17
47.7778,23.2065,10.0353,5.05038,9.18
47.8782,23.257,10.0448,5.05588,9.19
47.9787,23.3077,10.0542,5.06138,9.2
48.0794,23.3583,10.0636,5.06688,9.21
48.1801,23.4091,10.0731,5.07238,9.22
48.2809,23.4598,10.0825,5.07789,9.23
48.3819,23.5107,10.0919,5.08339,9.24
48.4829,23.5616,10.1013,5.08889,9.25
48.584,23.6125,10.1107,5.09439,9.26
48.6852,23.6635,10.1201,5.09989,9.27
48.7865,23.7146,10.1295,5.10539,9.28
48.8879,23.7657,10.1389,5.1109,9.29
48.9893,23.8168,10.1483,5.1164,9.3
49.0909,23.868,10.1577,5.1219,9.31
49.1926,23.9193,10.1671,5.1274,9.32
49.2944,23.9706,10.1764,5.1329,9.33
49.3962,24.022,10.1858,5.1384,9.34
49.4982,24.0735,10.1952,5.1439,9.35
49.6002,24.125,10.2045,5.14941,9.36
49.7024,24.1765,10.2139,5.15491,9.37
49.8046,24.2281,10.2233,5.16041,9.38
49.9069,24.2798,10.2326,5.16591,9.39
50.0093,24.3315,10.242,5.17141,9.4
50.1118,24.3833,10.2513,5.17691,9.41
50.2145,24.4351,10.2606,5.18241,9.42
50.3172,24.487,10.27,5.18792,9.43
50.4199,24.5389,10.2793,5.19342,9.44
50.5228,24.5909,10.2886,5.19892,9.45
50.6258,24.6429,10.2979,5.20442,9.46
50.7289,24.695,10.3073,5.20992,9.47
50.8321,24.7472,10.3166,5.21542,9.48
50.9353,24.7994,10.3259,5.22093,9.49
51.0387,24.8517,10.3352,5.22643,9.5
51.1421,24.904,10.3445,5.23193,9.51
51.2456,24.9564,10.3538,5.23743,9.52
51.3493,25.0088,10.363,5.24293,9.53
51.453,25.0613,10.3723,5.24843,9.54
51.5568,25.1138,10.3816,5.25393,9.55
51.6607,25.1664,10.3909,5.25944,9.56
51.7647,25.219,10.4002,5.26494,9.57
51.8688,25.2718,10.4094,5.27044,9.58
51.973,25.3245,10.4187,5.27594,9.59
52.0773,25.3773,10.4279,5.28144,9.6
52.1817,25.4302,10.4372,5.28694,9.61
52.2861,25.4831,10.4464,5.29244,9.62
52.3907,25.5361,10.4557,5.29795,9.63
52.4953,25.5891,10.4649,5.30345,9.64
52.6001,25.6422,10.4742,5.30895,9.65
52.7049,25.6954,10.4834,5.31445,9.66
52.8098,25.7486,10.4926,5.31995,9.67
52.9148,25.8018,10.5018,5.32545,9.68
53.02,25.8551,10.5111,5.33096,9.69
53.1252,25.9085,10.5203,5.33646,9.7
53.2305,25.9619,10.5295,5.34196,9.71
53.3358,26.0154,10.5387,5.34746,9.72
53.4413,26.0689,10.5479,5.35296,9.73
53.5469,26.1225,10.5571,5.35846,9.74
53.6526,26.1761,10.5663,5.36396,9.75
53.7583,26.2298,10.5755,5.36947,9.76
53.8642,26.2836,10.5846,5.37497,9.77
53.9701,26.3374,10.5938,5.38047,9.78
54.0761,26.3913,10.603,5.38597,9.79
54.1822,26.4452,10.6122,5.39147,9.8
54.2885,26.4991,10.6213,5.39697,9.81
54.3948,26.5532,10.6305,5.40247,9.82
54.5012,26.6072,10.6396,5.40798,9.83
54.6076,26.6614,10.6488,5.41348,9.84
54.7142,26.7156,10.6579,5.41898,9.85
54.8209,26.7698,10.6671,5.42448,9.86
54.9277,26.8241,10.6762,5.42998,9.87
55.0345,26.8785,10.6854,5.43548,9.88
55.1415,26.9329,10.6945,5.44099,9.89
55.2485,26.9873,10.7036,5.44649,9.9
55.3556,27.0419,10.7127,5.45199,9.91
55.4628,27.0964,10.7218,5.45749,9.92
55.5702,27.1511,10.731,5.46299,9.93
55.6776,27.2058,10.7401,5.46849,9.94
55.785,27.2605,10.7492,5.47399,9.95
55.8926,27.3153,10.7583,5.4795,9.96
56.0003,27.3701,10.7674,5.485,9.97
56.1081,27.425,10.7764,5.4905,9.98
56.2159,27.48,10.7855,5.496,9.99
56.3239,27.535,10.7946,5.5015,10
56.4319,27.5901,10.8037,5.507,10.01
56.54,27.6452,10.8127,5.5125,10.02
56.6482,27.7004,10.8218,5.51801,10.03
56.7566,27.7556,10.8309,5.52351,10.04
56.865,27.8109,10.8399,5.52901,10.05
56.9734,27.8663,10.849,5.53451,10.06
57.082,27.9217,10.858,5.54001,10.07
57.1907,27.9771,10.8671,5.54551,10.08
57.2995,28.0326,10.8761,5.55102,10.09
57.4083,28.0882,10.8851,5.55652,10.1
57.5173,28.1438,10.8942,5.56202,10.11
57.6263,28.1995,10.9032,5.56752,10.12
57.7354,28.2552,10.9122,5.57302,10.13
57.8446,28.311,10.9212,5.57852,10.14
57.9539,28.3668,10.9303,5.58402,10.15
58.0633,28.4227,10.9393,5.58953,10.16
58.1728,28.4787,10.9483,5.59503,10.17
58.2824,28.5347,10.9573,5.60053,10.18
58.392,28.5908,10.9663,5.60603,10.19
58.5018,28.6469,10.9752,5.61153,10.2
58.6116,28.703,10.9842,5.61703,10.21
58.7216,28.7593,10.9932,5.62253,10.22
58.8316,28.8155,11.0022,5.62804,10.23
58.9417,28.8719,11.0112,5.63354,10.24
59.0519,28.9283,11.0201,5.63904,10.25
59.1622,28.9847,11.0291,5.64454,10.26
59.2726,29.0412,11.038,5.65004,10.27
59.383,29.0978,11.047,5.65554,10.28
59.4936,29.1544,11.0559,5.66105,10.29
59.6042,29.211,11.0649,5.66655,10.3
59.715,29.2678,11.0738,5.67205,10.31
59.8258,29.3245,11.0828,5.67755,10.32
59.9367,29.3814,11.0917,5.68305,10.33
60.0477,29.4383,11.1006,5.68855,10.34
60.1588,29.4952,11.1095,5.69405,10.35
60.27,29.5522,11.1185,5.69956,10.36
60.3813,29.6092,11.1274,5.70506,10.37
60.4926,29.6664,11.1363,5.71056,10.38
60.6041,29.7235,11.1452,5.71606,10.39
60.7156,29.7807,11.1541,5.72156,10.4
60.8273,29.838,11.163,5.72706,10.41
60.939,29.8953,11.1719,5.73256,10.42
61.0508,29.9527,11.1808,5.73807,10.43
61.1627,30.0101,11.1896,5.74357,10.44
61.2747,30.0676,11.1985,5.74907,10.45
61.3868,30.1252,11.2074,5.75457,10.46
61.4989,30.1828,11.2162,5.76007,10.47
61.6112,30.2404,11.2251,5.76557,10.48
61.7235,30.2981,11.234,5.77108,10.49
61.8359,30.3559,11.2428,5.77658,10.5
61.9484,30.4137,11.2517,5.78208,10.51
62.0611,30.4716,11.2605,5.78758,10.52
62.1737,30.5295,11.2694,5.79308,10.53
62.2865,30.5875,11.2782,5.79858,10.54
62.3994,30.6456,11.287,5.80408,10.55
62.5124,30.7037,11.2958,5.80959,10.56
62.6254,30.7618,11.3047,5.81509,10.57
62.7385,30.82,11.3135,5.82059,10.58
62.8518,30.8783,11.3223,5.82609,10.59
62.9651,30.9366,11.3311,5.83159,10.6
63.0785,30.995,11.3399,5.83709,10.61
63.192,31.0534,11.3487,5.84259,10.62
63.3055,31.1119,11.3575,5.8481,10.63
63.4192,31.1704,11.3663,5.8536,10.64
63.5329,31.229,11.3751,5.8591,10.65
63.6468,31.2876,11.3839,5.8646,10.66
63.7607,31.3463,11.3926,5.8701,10.67
63.8747,31.4051,11.4014,5.8756,10.68
63.9888,31.4639,11.4102,5.88111,10.69
64.103,31.5228,11.4189,5.88661,10.7
64.2173,31.5817,11.4277,5.89211,10.71
64.3317,31.6407,11.4364,5.89761,10.72
64.4461,31.6997,11.4452,5.90311,10.73
64.5606,31.7588,11.4539,5.90861,10.74
64.6753,31.8179,11.4627,5.91411,10.75
64.79,31.8771,11.4714,5.91962,10.76
64.9048,31.9364,11.4801,5.92512,10.77
65.0197,31.9957,11.4889,5.93062,10.78
65.1347,32.0551,11.4976,5.93612,10.79
65.2497,32.1145,11.5063,5.94162,10.8
65.3649,32.1739,11.515,5.94712,10.81
65.4801,32.2335,11.5237,5.95262,10.82
65.5954,32.293,11.5324,5.95813,10.83
65.7108,32.3527,11.5411,5.96363,10.84
65.8263,32.4124,11.5498,5.96913,10.85
65.9419,32.4721,11.5585,5.97463,10.86
66.0576,32.5319,11.5672,5.98013,10.87
66.1734,32.5918,11.5759,5.98563,10.88
66.2892,32.6517,11.5845,5.99114,10.89
66.4051,32.7117,11.5932,5.99664,10.9
66.5212,32.7717,11.6019,6.00214,10.91
66.6373,32.8318,11.6105,6.00764,10.92
66.7534,32.8919,11.6192,6.01314,10.93
66.8697,32.9521,11.6278,6.01864,10.94
66.9861,33.0123,11.6365,6.02414,10.95
67.1025,33.0726,11.6451,6.02965,10.96
67.2191,33.133,11.6538,6.03515,10.97
67.3357,33.1934,11.6624,6.04065,10.98
67.4524,33.2538,11.671,6.04615,10.99
67.5692,33.3143,11.6796,6.05165,11
67.6861,33.3749,11.6883,6.05715,11.01
67.8031,33.4355,11.6969,6.06265,11.02
67.9201,33.4962,11.7055,6.06816,11.03
68.0373,33.557,11.7141,6.07366,11.04
68.1545,33.6178,11.7227,6.07916,11.05
68.2718,33.6786,11.7313,6.08466,11.06
68.3892,33.7395,11.7399,6.09016,11.07
68.5067,33.8005,11.7485,6.09566,11.08
68.6243,33.8615,11.7571,6.10117,11.09
68.7419,33.9225,11.7656,6.10667,11.1
68.8596,33.9837,11.7742,6.11217,11.11
68.9775,34.0448,11.7828,6.11767,11.12
69.0954,34.1061,11.7913,6.12317,11.13
69.2134,34.1674,11.7999,6.12867,11.14
69.3315,34.2287,11.8085,6.13417,11.15
69.4496,34.2901,11.817,6.13968,11.16
69.5679,34.3515,11.8255,6.14518,11.17
69.6862,34.413,11.8341,6.15068,11.18
69.8047,34.4746,11.8426,6.15618,11.19
69.9232,34.5362,11.8512,6.16168,11.2
70.0418,34.5979,11.8597,6.16718,11.21
70.1605,34.6596,11.8682,6.17269,11.22
70.2792,34.7214,11.8767,6.17819,11.23
70.3981,34.7832,11.8852,6.18369,11.24
70.517,34.8451,11.8937,6.18919,11.25
70.636,34.9071,11.9023,6.19469,11.26
70.7551,34.9691,11.9107,6.20019,11.27
70.8743,35.0311,11.9192,6.20569,11.28
70.9936,35.0933,11.9277,6.2112,11.29
71.113,35.1554,11.9362,6.2167,11.3
71.2324,35.2176,11.9447,6.2222,11.31
71.352,35.2799,11.9532,6.2277,11.32
71.4716,35.3423,11.9616,6.2332,11.33
71.5913,35.4046,11.9701,6.2387,11.34
71.7111,35.4671,11.9786,6.2442,11.35
71.8309,35.5296,11.987,6.24971,11.36
71.9509,35.5921,11.9955,6.25521,11.37
72.0709,35.6547,12.0039,6.26071,11.38
72.191,35.7174,12.0124,6.26621,11.39
72.3113,35.7801,12.0208,6.27171,11.4
72.4315,35.8429,12.0293,6.27721,11.41
72.5519,35.9057,12.0377,6.28272,11.42
72.6724,35.9686,12.0461,6.28822,11.43
72.7929,36.0315,12.0545,6.29372,11.44
72.9136,36.0945,12.0629,6.29922,11.45
73.0343,36.1576,12.0714,6.30472,11.46
73.1551,36.2207,12.0798,6.31022,11.47
73.276,36.2838,12.0882,6.31572,11.48
73.3969,36.347,12.0966,6.32123,11.49
73.518,36.4103,12.105,6.32673,11.5
73.6391,36.4736,12.1133,6.33223,11.51
73.7603,36.537,12.1217,6.33773,11.52
73.8816,36.6004,12.1301,6.34323,11.53
74.003,36.6639,12.1385,6.34873,11.54
74.1245,36.7275,12.1468,6.35423,11.55
74.246,36.7911,12.1552,6.35974,11.56
74.3677,36.8547,12.1636,6.36524,11.57
74.4894,36.9184,12.1719,6.37074,11.58
74.6112,36.9822,12.1803,6.37624,11.59
74.7331,37.046,12.1886,6.38174,11.6
74.855,37.1099,12.197,6.38724,11.61
74.9771,37.1738,12.2053,6.39275,11.62
75.0992,37.2378,12.2136,6.39825,11.63
75.2214,37.3018,12.222,6.40375,11.64
75.3438,37.3659,12.2303,6.40925,11.65
75.4661,37.4301,12.2386,6.41475,11.66
75.5886,37.4943,12.2469,6.42025,11.67
